sentence,nsubj,root,split
"Koridor , kızarmış ekmek , lizol ve eter kokuyordu .",['Koridor'],['kokuyordu'],train4
Lodoslu deniz aşağıdaki kıyıyı dövdükçe koca bina derinden derine yalpalardı .,"['deniz', 'bina']",['yalpalardı'],train4
Lokantacı parmağını ağzına götürdü .,['Lokantacı'],['götürdü'],train4
Doktor her gün tahlil bahanesiyle bir lokmacık olsun pilav yiyordu .,"['Doktor', 'lokmacık']",['yiyordu'],train4
"Her nedense dört beş tramvay birikmiş , lokomotifsiz bir tren gibi duruyordu .","['beş', 'tramvay']",['duruyordu'],train4
"Sağ akciğerde üç , soldakinde iki lop vardır .",['lop'],['vardır'],train4
Et loppadak yere düştü .,['Et'],['düştü'],train4
"Şimdi herkes bizi harp , zafer ganimetlerine boğulmuş kalantorlar sanıyor .",['herkes'],['sanıyor'],train4
"Lostromo filikaya atlıyor , ayaklarımın altında tahtalar takılıyor .","['Lostromo', 'tahtalar']",['takılıyor'],train4
"Delikanlı şişman , löp löp yanaklı , kara bıyıklı , güzel sesliydi .",['Delikanlı'],['şişman'],train4
"Lüksün kuvvetli ışığı altında saçları ve yüzü bembeyaz , gözleri kamaşmış .","['saçları', 'gözleri']",['kamaşmış'],train4
Lüleden akan su bollaşmıştı .,['su'],['bollaşmıştı'],train4
Hain bir hastalık onun kavi ve güzel vücudunu ve uyuşmaz bir menfaatperestlik yakazası da onun ahlaki mesleğini yendi ve yere serdi .,['hastalık'],['yendi'],train4
Bizim evin bacası çekmiyor .,['bacası'],['çekmiyor'],train4
Biri bir koca görür rüyasında / Yüz lira maaşlı kibar bir adam,['Biri'],['görür'],train4
Burası jüri heyetinin toplanacağı mukaddes sanat mabedidir .,['Burası'],['mabedidir'],train4
. kuvvetinse hayatta maddeleşmiş timsali ancak paraydı .,['timsali'],['paraydı'],train4
Bütün magazin basını aylarca bu gizli aşkı ve bu boşanmayı yazdı .,['basını'],['yazdı'],train4
"O yandaki duvarın dış yüzünde , demir kepenkleri bulunan birkaç mağaza da vardı .","['kepenkleri', 'mağaza']",['vardı'],train4
Bu hevesine mağlup olmasına bıçak sırtı kaldı .,['sırtı'],['kaldı'],train4
"Mağripten maşrıka dünyanın ucu / Sarrafı bilir altını , tuncu","['ucu', 'Sarrafı']",['bilir'],train4
"Mahallemizin bunca yıllık kasabı , bakkalı bir gece yok oldular .",['kasabı'],['oldular'],train4
Şu evde ne zaman iki tel çalgı çalsak mahalleli söylemediğini bırakmıyor .,['mahalleli'],['bırakmıyor'],train4
"Bunu , mahalledeki dikişçi kadın değil , maharetli ve şöhretli erkek gömlekçiler dikerdi .",['kadın'],['dikerdi'],train4
"En az ilkokul mezunu olmayanlar , kısıtlılar . milletvekili seçilemezler .",['olmayanlar'],['seçilemezler'],train4
"Heyhat , dedi , siz de mahdut fikirli bir muharrirmişsiniz !",['siz'],['dedi'],train4
Mahfeye o kadar ok saplanmıştı ki gören onu kocaman bir kirpi sanabilirdi .,"['ok', 'gören']",['sanabilirdi'],train4
"Merdivenleri inerken öğretmenler arasında , gençlik mahfilinde kimlere güvenilebileceğini gözden geçirdi .",['öğretmenler'],['geçirdi'],train4
Hiçbir mahkûmiyeti yoktur .,['mahkûmiyeti'],['yoktur'],train4
"İnsanlar , koku duygusunun çeşitlerini ve manalarını görmekte her mahluktan daha fazla miyopturlar .",['İnsanlar'],['miyopturlar'],train4
"Karısının altınlarını , kızının mahmudiyelerini neleri varsa hep aldılar .",['neleri'],['aldılar'],train4
"Sidar , uyku mahmurluğunu çarçabuk üstünden atarak pişkin pişkin gülümsedi .",['Sidar'],['gülümsedi'],train4
"Müdür , dosyadan başka bir rapor çıkardı .",['Müdür'],['çıkardı'],train4
Her yeni âlem bir eski kıyametin mahsulü değil midir ?,['âlem'],['mahsulü'],train4
Vatan bizim kılıcımızın ekmeğidir .,['Vatan'],['ekmeğidir'],train4
Yangın yeri bir mahşer .,['yeri'],['mahşer'],train4
Kuraklık ekinleri mahvetti .,['Kuraklık'],['mahvetti'],train4
"Gözleri , karanlık bir mahzende yolunu şaşırmış gibi dalgın .",['Gözleri'],['dalgın'],train4
"Yasaların , genel olarak makabline şamil bir etkileri yoktur .","['genel', 'etkileri']",['yoktur'],train4
Şimdi kralımızdan jandarma çavuşuna kadar hepimiz makarnacıların emrindeyiz .,['çavuşuna'],['emrindeyiz'],train4
"Makasçı , ayaküstü bana gayet basit kelimelerle bir dram anlattı .",['Makasçı'],['anlattı'],train4
Kahvenin dibekte dövüleni her zaman daha makbul ve içimi şöhretliydi .,"['dövüleni', 'içimi']",['makbul'],train4
"Eskiden melon şapkalı ve siyah makferlanlı bir Rum doktoru sinirden , demişti .",['doktoru'],['demişti'],train4
Tarım işleri makineleşiyor .,['işleri'],['makineleşiyor'],train4
Bir kürenin her kesiti daire biçiminde olur .,['kesiti'],['olur'],train4
Onun ne mal olduğunu bilirim .,['olduğunu'],['bilirim'],train4
"Sen şimdilik buna karşılık diyeceksin ki dün yüze mal ettiğin arsaları bine , bine olanları on binlere sattın .",['Sen'],['diyeceksin'],train4
Mali durumu zaten kötü .,['durumu'],['kötü'],train4
Vergi yükünün adaletli ve dengeli dağılımı maliye politikasının sosyal amacıdır .,['dağılımı'],['amacıdır'],train4
"Babamın hayattayken en çok sevdiği yemek , bütün bir senenin tasarrufuna mal olsa da o gece mutlaka pişerdi .",['yemek'],['pişerdi'],train4
Malta taşı döşeli avlunun sonunda başlayan bahçeye geçerdim .,['taşı'],['geçerdim'],train4
Şimdi bütün bu malzemeleri kaynar suya atarak on dakika kaynatalım,['malzemeleri'],['kaynatalım'],train4
"Babam Ayşe'ye mama yaptı , ana .",['Babam'],['yaptı'],train4
Biz o zaman bu sözleri en kötü bir biçimde manalandırarak hanımı kabahatli bulmuştuk .,['Biz'],['bulmuştuk'],train4
"İnsan manastıra kapansın , rahibe olsun daha iyi öyleyse .",['İnsan'],['iyi'],train4
"Ok , mancınık gibi silahlar nasıl eskimişse bugünün tankları , uçakları da eskiyebilir .","['silahlar', 'tankları']",['eskiyebilir'],train4
"Yalnız kendi korucuları , kolcuları , çobanları , mandıracıları silahlıydı .",['korucuları'],['silahlıydı'],train4
"Bu hastalıkta mühim olan maneviyattır , maneviyatınızı kuvvetli tutunuz .",['olan'],['tutunuz'],train4
"Ormanın kıyısından dönen yoldan , neredeyse bir manga silahlı adam çıktı .",['adam'],['çıktı'],train4
"Her köyde mâni , türkü söyleyen biri var .",['biri'],['var'],train4
Çarşı içinde küçük bir manifaturacı dükkânı vardı .,['dükkânı'],['vardı'],train4
Melek manikürcülük de öğreniyormuş .,['Melek'],['öğreniyormuş'],train4
"Bu Kılçık Nâzım filan , manitacı herifler .",['Kılçık'],['herifler'],train4
"Para döner döner , manoyu toplayanın cebinde birikir .",['Para'],['birikir'],train4
"Arabalarda , manda sırtında , insan omzunda , kel , kör , uyuz , egzamalı , mantarlı , cüzzamlıya kadar bir köylü kafilesi tam bu zamanda gelir .",['kafilesi'],['gelir'],train4
"Akılla , mantıkla açıklanmayacak durumlar vardır dünyada .",['durumlar'],['vardır'],train4
"Mantık dışı , mantıksız demek değildir .",['dışı'],['demek'],train4
Şuuru yerinde bir adam için bu sevinç mantıksız ve çirkindir .,"['Şuuru', 'sevinç']",['mantıksız'],train4
"Şimdi gel de , bu hepsi birbirine benzeyen karı , kız kalabalığı içinde mantosuz , şapkasız nişanlımı seçebilirsen seç bakalım !",['hepsi'],['bakalım'],train4
Kasabada ustalarının yanında marangozluk öğrenenlerin de onların ardından göç ettikleri duyuluyordu .,['öğrenenlerin'],['duyuluyordu'],train4
Millî marş İstiklal Marşı'dır .,['marş'],['İstiklal'],train4
"At martini Debreli Hasan , dağlar inlesin / Drama mahpusunda , aman dostlar dinlesin","['dağlar', 'dostlar']",['dinlesin'],train4
"Herkes , her an müthiş bir tehlikeye maruzdur .",['Herkes'],['maruzdur'],train4
Çocuk bir maskara satın aldı .,['Çocuk'],['aldı'],train4
Etrafın gülüşmeleri arasında iş anlaşıldı .,['iş'],['anlaşıldı'],train4
Çiftlik kâhyası her sene uzun bir masraf defteri gönderir .,['kâhyası'],['gönderir'],train4
"Şampiyon olunca takım şımardı , ille dış seyahat diye tutturuyor , hadi sana yeni masraf kapısı .",['takım'],['kapısı'],train4
"Kahveci ocaktan maşayı kapmış , o da fırlamıştı dışarı .","['Kahveci', 'o']",['fırlamıştı'],train4
Maşa ile kıvrılmış gibi dalgalı saçları vardı .,['saçları'],['vardı'],train4
Bu korkunç mücadeleye üç evlek toprak için Mustafa'dan başka bizim köyde kimse girişmezdi .,['kimse'],['girişmezdi'],train4
İşine gelince aklı gayet yerinde maşallah !,['aklı'],['yerinde'],train4
"Biz sevdik , âşık olduk , sevildik , maşuk olduk .",['Biz'],['olduk'],train4
Kadının çantası da matah bir şey değil zaten .,['çantası'],['şey'],train4
Belki bu matbaanın işi ama dergiler elimize ulaşmazsa sizi sorumlu tutarız .,"['bu', 'dergiler']",['işi'],train4
"Caminin methali , minberi , kâmilen siyah matem bayraklarıyla kaplı .",['methali'],['kaplı'],train4
Köşklerin biraz ötesinde köy kulübelerine benzer derme çatma evler görülürdü .,['evler'],['görülürdü'],train4
Sıcak su çeşmesinden oluk oluk mavimsi su boşaldı .,['su'],['boşaldı'],train4
"Köpüklü denizin üstünde serseri martılar uçuşuyor , yanımızdan yelkenli bir mavna geçiyordu .","['martılar', 'mavna']",['geçiyordu'],train4
Hamur mayalandı .,['Hamur'],['mayalandı'],train4
Mayoneze bir itirazı yoktu ama ketçaptan nefret ederdi Celâl .,"['itirazı', 'Celâl']",['yoktu'],train4
"Bunlar arasında aklı başında , mazbut devlet adamları da vardı .",['adamları'],['vardı'],train4
"Mazlum ve mütevekkil , kadıncağız çıkıp gitti .",['kadıncağız'],['gitti'],train4
"İki derin ve çocuk gibi siyah gözleri , kalın tüylü kaşları altından uysallıkla bakıyor .",['gözleri'],['bakıyor'],train4
Kara koyun kuzular kuzulamaz / Me deme,['kuzular'],['deme'],train4
"Bedava yaşıyoruz bedava / Hava bedava , bulut bedava / Dere tepe bedava","['Hava', 'bulut', 'Dere']",['bedava'],train4
Bütün civar köylerde onu sevmeyen yoktu .,['sevmeyen'],['yoktu'],train4
O anda zihnimden mecnunane bir fikir geçiverdi .,['fikir'],['geçiverdi'],train4
Meddahlıkta kendinden önce gelenleri geçmiş bir adam olarak tanınmıştır .,['adam'],['tanınmıştır'],train4
"İnsanoğlunun , yaradılıştan medeniliğe eğilimi vardır .",['eğilimi'],['vardır'],train4
Çoğu zaman ihtirasların davalara yardımı mefkûrelerin ve mefkûrecilerin yardımı kadar müspetti .,['yardımı'],['müspetti'],train4
Bu iş bitmeyecek meğerki siz de yardım edesiniz .,"['iş', 'siz']",['edesiniz'],train4
Oklar gibi saplanmada kalbe / Vurdukça semadan yere mehtap,['mehtap'],['saplanmada'],train4
Oyunların mekanizmasını sezince tekdüzeleşiyor birden dünya .,['dünya'],['tekdüzeleşiyor'],train4
Bu memleket musiki gibi hem melankolik hem şakrak bir memlekettir .,['memleket'],['memlekettir'],train4
"Dinde de cemiyette de bu kırmalık , bu melezlik tuhaf oluyor .",['kırmalık'],['oluyor'],train4
Meltemin esmeye başladığı güneyden yavaş yavaş rüzgârsız ölü dalgalar sallana sallana gelmeye koyuldu .,['dalgalar'],['koyuldu'],train4
Baykuşlar uğursuzdu ama yeterince melun değil .,['Baykuşlar'],['uğursuzdu'],train4
"Siyah gözleri , siyah birer kaynar su membası gibiydi .",['gözleri'],['membası'],train4
"Lübnan ; portakal , turunç , hurma ve muz memleketiydi .",['Lübnan'],['memleketiydi'],train4
Ben yine memnunum senden evladım / Sana ben bu bapta kusur bulmadım,"['Ben', 'ben']",['bulmadım'],train4
"Fasulye pilakileri , piyazlar , köfteler , salçalı makarnalar , menemenler , patlıcan kızartmaları , neler de neler pişmedi .",['pilakileri'],['pişmedi'],train4
Üstü menevişli kristal bir nargilenin ucunda şıngır şıngır bilezikleriyle Kalyopi .,['Üstü'],['Kalyopi'],train4
Kerameti kendinden menkul şeyhler gibi bu armağanlar onların eksik olan kabiliyetlerinin bir çeşit icazeti oluyor .,"['Kerameti', 'armağanlar']",['oluyor'],train4
"Sonra yine menzil ölçülmüş , yeni bir rekor kırdığı anlaşılmıştır .",['menzil'],['anlaşılmıştır'],train4
"Öteden beri güzel giyinmeye , güzel konuşmaya merakım vardır .",['merakım'],['vardır'],train4
"Tesadüf , nihayet aradığım şeyi ayağıma getirmişti , fazla mütecessis görünerek ürkütmekten korkuyordum .",['Tesadüf'],['korkuyordum'],train4
Ben de öyle söyledim .,['Ben'],['söyledim'],train4
"Hâlbuki Türk mazisi , o devirlerin idrakine göre şefkatin , merhametin yüzlerce abidesini vücuda getirmiştir .",['mazisi'],['getirmiştir'],train4
"En sıkı ve katı bir merkeziyet sistemi , diğer faaliyet merkezlerini bloke edebilir .",['sistemi'],['edebilir'],train4
"Başhemşire , hastanenin mermer salonunda karşıladı doktoru .",['Başhemşire'],['karşıladı'],train4
"Camiada onu pek ciddiye almazlar ama ben severim , harbi kızdır .",['ben'],['kızdır'],train4
Havada kekik ve merzengûş kokuyordu .,['kekik'],['kokuyordu'],train4
"Vecihe , aynı soğuk resmiyetle kısa cevaplar verdi .",['Vecihe'],['verdi'],train4
"Diğer ülkelerde Türk gençleri gibi kahraman , Türk kızları gibi ince , Türk gibi hür yollu darbımeseller vardı .",['darbımeseller'],['vardı'],train4
"Kendisini mest eden , krallaştıran kuvvet , artık kendi başını yiyecek kadar büyümüştü .",['kuvvet'],['büyümüştü'],train4
"Belediye doktoru , kışın kimya tecrübeleri ile meşguldü .",['doktoru'],['meşguldü'],train4
"Burada yiyecek , içecek her şey var .",['yiyecek'],['var'],train4
"Meşrutiyete uygun yönetim , yurt hainlerinin döküntüleriyle kurulamaz .",['yönetim'],['kurulamaz'],train4
"Bu selvi ormanının içinde nice vezirler , serdarlar , kazaskerler metfundur .",['vezirler'],['metfundur'],train4
Aslında kâğıda gerek yoktu çünkü bütün metni satır satır ezbere biliyordu .,['gerek'],['yoktu'],train4
Kısa metrajlı filmler yaklaşık 300-600 metreden uzun olurlar .,['filmler'],['olurlar'],train4
"Fakat bu insanların çoğu , metrislerden açılan bir arkebüz yaylımıyla oracıkta yığılıverdiler .",['çoğu'],['yığılıverdiler'],train4
İki cam silici demir şimdi bir metronom temposuyla sağa sola gitmeye başladılar .,['demir'],['başladılar'],train4
Bu metruk sokaklardan taburlar geçiyordu .,['taburlar'],['geçiyordu'],train4
"Bu , sanatımın bana bahşettiği bir mevhibedir .",['Bu'],['mevhibedir'],train4
"İkinci mevki sıralar oldukça dolmuş , localardansa ancak bir ikisi tutulmuş .","['mevki', 'sıralar', 'ikisi']",['tutulmuş'],train4
Daha mevlit bitmeden dört aydır yağmayan yağmur dışarısını sel içinde bıraktı .,"['mevlit', 'yağmur']",['bıraktı'],train4
Bu köşk mevsimlik tutulmuş .,['köşk'],['tutulmuş'],train4
Kimi mevtasına kefen biçmiyor / Kimi helal rızkı yiyip içmiyor .,"['Kimi', 'Kimi']",['içmiyor'],train4
Üç araç bir üçgenin kenar uçları hâlinde mevzilenmişlerdir .,['araç'],['mevzilenmişlerdir'],train4
"Şehir kapılarının önündeki meydanlarda davul zurna çalınıyor , cirit , bar oynanıyordu .","['davul', 'cirit']",['oynanıyordu'],train4
"O kimseyi beklemezdi , böyle olduğu hâlde meydancılar birini çağırmaya geldikleri zaman , kalbi şiddetli şiddetli çarpmaya başlardı .","['O', 'kalbi']",['başlardı'],train4
Bu genç bir deveydi .,['Bu'],['deveydi'],train4
Aklımız ahiret ve ölüm fikrine mermerden mezar taşlarıyla alışırdı .,['Aklımız'],['alışırdı'],train4
"Mezatçı bağırıyordu : Elli bir lira , yok mu arttıran ?","['Mezatçı', 'arttıran']",['bağırıyordu'],train4
"Anasının hatırasına bu derin hürmet , ömrünün sonlarına doğru , babamda âdeta bir mezhep hâlini almıştı .",['hürmet'],['almıştı'],train4
Köy halkı meziyetli insanlardı .,['halkı'],['insanlardı'],train4
Korku ikimizi de sanki mıhlamıştı .,['Korku'],['mıhlamıştı'],train4
Dinleyiciler arasında dolaşan mırıltı birden uğultu hâlini aldı .,['mırıltı'],['aldı'],train4
Şu sonsuz mavilikte var mıydı onun eşi ? / Kim söndürebilirdi o muhteşem güneşi ?,"['eşi', 'Kim']",['söndürebilirdi'],train4
Seninki mızıkçılık etmeye kalkıyor da onun için münakaşasını yapıyoruz .,['Seninki'],['yapıyoruz'],train4
Asker ayakkabısının miadı altı aydır .,['miadı'],['aydır'],train4
Dilde gam var şimdilik lütfeyle gelme ey sürur / Olamaz bir hanede mihman mihman üstüne,"['gam', 'mihman']",['Olamaz'],train4
"Mihnetsiz aş , ya karın ağrıtır ya baş",['aş'],['ağrıtır'],train4
"Emektar payitaht , mikrokozmosunun , mikrokliması olarak her telden çalmayı belki bundan ötürü benimsemiştir .",['payitaht'],['benimsemiştir'],train4
Bütün uzay araştırmacıları için yepyeni bir milattı bugün .,['bugün'],['milattı'],train4
"Adını öğrenmek istediğinde kim olduğunu bilmediği birtakım yaşlı militanlar , cigaralarını suçlu suçlu içerek .","['kim', 'militanlar']",['içerek'],train4
Şu kadın milletinin kıskançlığının hiç sonu yok .,['sonu'],['yok'],train4
Yola birlikte ve aynı amaç için çıkmış insanlardan kurulu bir gerçek millet meclisi vardı .,['meclisi'],['vardı'],train4
Ben oldum bittim milyoner olmak istiyorum .,['Ben'],['istiyorum'],train4
Bu özelliği anıldığında hanımlar tiksinti ve korku mimikleri yaparlardı .,['hanımlar'],['yaparlardı'],train4
"Bu minarecik köyün bütün evlerinden , bütün bacalarından yüksekti .",['minarecik'],['yüksekti'],train4
"Teyp , son derece hassas bir kulağa sahip , minnacık bir şey .",['Teyp'],['şey'],train4
"Ufacık , minyatür bir yüzü , aynı ufaklıkta vücudu vardı .",['yüzü'],['vardı'],train4
Anasının kıskançlığına mirasçı olan çelimsiz solgun çocuk da yaşamayacağa benziyordu .,['çocuk'],['benziyordu'],train4
Bir namazlık saltanatın olacak / Taht misali o musalla taşında,['saltanatın'],['olacak'],train4
Yalnız miralayın sağ bacağını bir gülle misketi fena halde hırpalamış .,['misketi'],['hırpalamış'],train4
"Ev miskinler tekkesine dönüşmüştü , ortalığı pislik götürüyordu .","['Ev', 'pislik']",['götürüyordu'],train4
Yusuf Ziya'nın yeni mizahçıları keşfeden eksperliği ve patronluğu sayesinde mizah yazarlığı bir meslek hâlini almaya başladı .,['yazarlığı'],['başladı'],train4
"Dile kolaydı ; o yandan bu yana hayatı monotonlaşmış , yirmi yılı inanılmaz bir sakinlik içinde geçirmişti .",['hayatı'],['geçirmişti'],train4
"Kül rengi , morumsu bulut . kısa sürede ovanın üstünü de kapladı , ortalığı esmerleştirdi .",['bulut'],['esmerleştirdi'],train4
Taşındıkları kamyon önünde durunca motorun patırtısı kesildi .,['patırtısı'],['kesildi'],train4
Adları bize kadar gelenlerin bünyelerine dikkat edilirse gerçekten acayip bir mozaik elde edilir .,['Adları'],['edilir'],train4
"Bu buhran tatsız , münasebetsiz , muacciz bir buhrandı .",['buhran'],['buhrandı'],train4
Osmanlılar 1681 muahedesiyle Moskova hükümdarının Çarlık unvanını ve Kudüs Ortodoks kilisesi üzerindeki himaye hakkını tanımışlardı .,['Osmanlılar'],['tanımışlardı'],train4
Onlar gündelik muamelelere başlayınca da benim ağzım açık kaldı .,"['Onlar', 'ağzım']",['kaldı'],train4
Hatta çok kere muasırlarından Namık Kemal ve Ziya Paşa bu hususta daha muvaffak olmuşlardır .,['Namık'],['olmuşlardır'],train4
"Bu oyun çok kısa , belli bir temsil süresi doldurmuyor .",['oyun'],['doldurmuyor'],train4
"Şırınga nasılsa umduğumdan çok daha iyi bir tesir yaptı ve zavallı Hacı Ömer , bunu benim bir mucizem gibi gördü .","['Şırınga', 'Hacı']",['yaptı'],train4
Ruhumun yaralarına mucizevi bir merhem gibi derman olsun uyku .,['uyku'],['olsun'],train4
"Her muganninin okuyuşu , her çalanın çalışı yine şahsidir ve ayrıdır .",['okuyuşu'],['şahsidir'],train4
Ben de Tanin muhabiri olarak aynı trenle gidecektim .,['Ben'],['gidecektim'],train4
İstasyonda veliahdı uğurlayanlar arasında İstanbul muhafızı da vardı .,['muhafızı'],['vardı'],train4
"Muhaliflerin , Mecliste ordu aleyhine açtıkları cereyan devam ediyordu .",['cereyan'],['ediyordu'],train4
"Sabahın bu saatinde yalnız muhallebicilerle mandıralar açık , oralardaysa içki bulunmaz .","['muhallebicilerle', 'içki']",['bulunmaz'],train4
Babam muhasebecilikle Serez'e gittiği ve bizi de birlikte götürdüğü zaman sekiz yaşındaydım .,['Babam'],['yaşındaydım'],train4
Gülümser bir resimdir / Muhayyel sevgilimdir,['Muhayyel'],['sevgilimdir'],train4
"Geniş enginlere , bitmez ufuklara alışan korsanı bu dar muhit sıkıyordu .",['muhit'],['sıkıyordu'],train4
"Milletin ağzı torba değil ki , iki gözüm , dikesin .",['ağzı'],['dikesin'],train4
Kadı ola davacı ve muhzır dahi şahit / Ol mahkemenin hükmüne derler mi adalet,"['Kadı', 'dahi']",['derler'],train4
"Her şey mukadderdir , amenna , akacak kan damarda durmaz derler .","['şey', 'kan']",['mukadderdir'],train4
"Benden iş çıkaramayacağını anlayan çocuk , yazgısına razı olarak mukavva tezgâhının başına dönüyor .",['çocuk'],['dönüyor'],train4
"Mehmet geldiği zaman mektubu bitirmiş , mumlu çaputa sarmıştı .",['Mehmet'],['sarmıştı'],train4
"Bu fikir birdenbire bana o kadar munis , yapılabilmesi o kadar kolay göründü ki hemen yola düştüm .",['fikir'],['düştüm'],train4
Bir namazlık saltanatın olacak / Taht misali o musalla taşında,['namazlık'],['olacak'],train4
"Ben suratımı buruşturdukça , bir yaz öğlesinde yarı açık kalmış bir musluktan akarak ak mermer bir yalakta şarkı söyleyen serin bir su gibi gülsün o !",['Ben'],['gülsün'],train4
Dalyan sahibi tıpkı bir tarlada olduğu gibi denizin o kısmına da hakani senet ile mutasarrıf .,"['Dalyan', 'sahibi']",['mutasarrıf'],train4
En mutena çiçek muhakkak ki menekşedir .,['çiçek'],['menekşedir'],train4
Ufak bir istirahatten sonra oyuncular birinci muvaffakiyetin tesiri ile ikinci bir raksa başladılar .,['oyuncular'],['başladılar'],train4
"Birinci ciltte garip , kaçık , bön , saf gördüğümüz Don Kişot , ikinci ciltte nasihatçi , oldukça muvazeneli bir adam oluyor .",['Kişot'],['oluyor'],train4
Mücella mermer tezgâhın sathında hafif bir çizgi bile yoktu .,['çizgi'],['yoktu'],train4
Hiç kimse bekçi deyip de mühimsemezlik edemezdi .,['kimse'],['edemezdi'],train4
"Mühürdar , vezirin mührünü muhafaza eden ve gene onun emriyle kullanabilen adamdı .",['Mühürdar'],['adamdı'],train4
Kız Hasan'a gelecek baharda yine burada misafir kalacaklarını müjdeledi .,"['Kız', 'misafir']",['müjdeledi'],train4
"Aralanan kapıdan girdim , mükellef fakat loş antrede Mapa kraliçesi ayakta duruyor .",['kraliçesi'],['duruyor'],train4
"O , ' yazıla ' işaretini koydu mu mümeyyiz temize çeker .","['O', 'mümeyyiz']",['çeker'],train4
Ulaşım için köprüye aktarılması gereken paralar yola yönlendirilmişti .,['Ulaşım'],['yönlendirilmişti'],train4
"Her bir dönemin incelenmesi , sonuçlarının değerlendirilmesi ulusal yeteneklerimizi , eksiklerimizi anlamak bakımından uyarıcıdır .","['dönemin', 'sonuçlarının']",['uyarıcıdır'],train4
Ama bu münferit hayranlıklar aldatmamalı bizi .,['hayranlıklar'],['aldatmamalı'],train4
"Akşamları , başında müphem bir hararet ; oysa elleri ayakları buz .",['ayakları'],['buz'],train4
"Al yanaklı elma mı daha önce dalından kopar , yoksa bir sıcak ülkeler güzelinin gözlerine benzeyen mürdüm eriği mi ?",['elma'],['kopar'],train4
Mürettiphanede operatörler İhsan Baba'nın etrafını çevirmişler .,['operatörler'],['çevirmişler'],train4
Bazı borçlar süre aşımına uğrayabilir .,['borçlar'],['uğrayabilir'],train4
"Köy öğretmeni , köy çocuğunun zekâsını geliştirmeye ehemmiyet vermekle bu eşitsizliği telafi edebilir .",['öğretmeni'],['edebilir'],train4
"Daireye on yıl , yirmi yıl sonra girenlerin her biri başköşelere kurulsun , müstakil oda sahipleri olsun ve hatta sana emirler versin .","['biri', 'sahipleri']",['olsun'],train4
Biz bu evde kiracıyız .,['Biz'],['kiracıyız'],train4
Biz yağmur birikintilerinden istifade etmiştik .,['Biz'],['etmiştik'],train4
Boyanmış dar dizlik ahlak sayılıyor da sımsıkı bağlanmış paçalı don müstehcenleşiyor .,"['dizlik', 'don']",['müstehcenleşiyor'],train4
Gizlilik derecesi yüksek bir dosya bilgisinin dışarıya sızdırılması ayrıca cezayı müstelzimdir .,"['derecesi', 'bilgisinin']",['müstelzimdir'],train4
"Dişçi koltuğu hariç , kim bir koltuğa oturursa kendini bir şey zanneder .",['kim'],['zanneder'],train4
"Güzel çehreli müsteşar bey , nazır beyin kapıcısından daha alçak gönüllü idi .",['bey'],['idi'],train4
İtiraf edelim ki dünkü halkımız henüz sanata karşı hazırlıklı olmadığı için çok büyük müşkülata maruz kalıyordu .,['halkımız'],['kalıyordu'],train4
İnsanlar müşterek tecrübeleri taşıdıkları için birbirlerinin ne dediklerini anlayabilirler .,"['İnsanlar', 'birbirlerinin']",['anlayabilirler'],train4
"Sonra , mal satışı her şeyden önce bir organizasyon , bir alıcı ve pazar yerleri bulma işidir .",['satışı'],['işidir'],train4
"Şair , âlim , mütefennin , feylesof , mutasavvıf ve kabalist olduğu kadar hayalperverdi .",['Şair'],['hayalperverdi'],train4
"Hünerlerinizin inceliklerini , güzelliklerini anlamak için mütehassıslar zuhur etti .",['mütehassıslar'],['etti'],train4
"Fikirleri mütekâsiftir , bununla beraber beyni rahatsız etmez , kafayı yormaz .",['Fikirleri'],['etmez'],train4
Hâlbuki birçok kadınlar malumatlarını zarafetlerinin bir mütemmimi addederler .,['kadınlar'],['addederler'],train4
Etrafımda uçları birbirine temas etmiş hilallerden müteşekkil bir daire vardı .,['daire'],['vardı'],train4
"Onu yalnız ince hastalığa münhasır zanneder , başka hastalıklara aldırmadığı hâlde , veremliden son derece çekinir .",['Onu'],['çekinir'],train4
"Üç gün devam eden müzakerat neticesinde , ikişer nüsha olmak üzere protokol tanzim edildi .","['nüsha', 'protokol']",['edildi'],train4
"O devirlere ait yatağanlar , baltalar paslanmamış çelikleriyle müzelerimizdedir .",['yatağanlar'],['müzelerimizdedir'],train4
Şimdi bunlar sırf müzelik birer obje olarak duruyorlar .,"['bunlar', 'obje']",['duruyorlar'],train4
Muhbirlere göre nabekâr zenginin hüviyeti keşfedilmeden mayısın birinci günü geldi çattı .,['günü'],['çattı'],train4
Ama benim asıl niyetim eski sevgilisinin adını öğrenmek .,['niyetim'],['öğrenmek'],train4
"Bunun için sizlere , naçizane , bir tavsiyem olacak .",['tavsiyem'],['olacak'],train4
"Ne yalan söyleyeyim , be birader , ben doktora nadirattan giderim .",['ben'],['giderim'],train4
"Gül bülbülsüz , bülbül nağmesiz olur ; gönlüm sensiz olmaz .","['Gül', 'bülbül', 'gönlüm']",['olmaz'],train4
"Keten helvacı , keten helvam nakaratlı bir türkü ile methederek satardı .",['helvacı'],['satardı'],train4
"Yüzüm gözüm kan içinde , yarı nakavt olmuş bir vaziyetle kapaklandım .",['gözüm'],['kapaklandım'],train4
"Ve bu nakdî fedakârlıkların yekûnuyla , dört beş aile rahat rahat geçinebilirdi .",['aile'],['geçinebilirdi'],train4
"Mimari değişmiş , heykel değişmiş , diller değişmiş fakat nakış her zaman nakışlığını korumuştur .","['Mimari', 'heykel', 'diller', 'nakış']",['değişmiş'],train4
